"OBJECTID","Eradication ID","Common Name","Scientific Name","Type (Animal)","Year of Introduction","Data Quality","Eradication Start Date","Eradication End Date","Status (Eradication)","Type (Eradication)","Primary Eradication Method","Secondary Eradication Method","Tertiary Eradication Method","Primary Baiting Method","Secondary Baiting Method","Primary Toxicant","Secondary Toxicant","Contact Name","Contact Organization","Organization_Website","Island Code","Island Name","Region","Country","Archipelago","Latitude","Longitude","Area (sq km)","Human Population"
"158","193","Brown / Norway Rat","Rattus norvegicus","Rodent","1934","Satisfactory","1968","1968","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Warfarin","NA","null","null","null","242376","Cardigan","Atlantic Ocean - North","United Kingdom","null","52.1317932684","-4.68945477","0.140214642453","None"
"159","195","Black Rat","Rattus rattus","Rodent","null","Good","2005","2005","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","Broome; Keith","NZ Dept. of Conservation","null","26953","Motutapere","Pacific Ocean - South West","New Zealand","Coromandel Harbor","-36.7796908943","175.429072034","0.498060118495","11 - 100"
"160","197","House Mouse","Mus musculus","Rodent","null","Good","2001","2003","Successful","Whole Island","Toxicant","NA","NA","Bait Station","Hand Broadcast","Brodifacoum","NA","null","null","null","36467","Selvagem Grande","Atlantic Ocean - North","Portugal","Salvage Islands","30.1459470903","-15.8653673556","2.43106282675","None"
"161","201","Black Rat","Rattus rattus","Rodent","null","Good","2005","2005","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","237607","Kasidis","Mediterranean","Greece","Lagofitonisia","39.1063227271","24.09189981","0.00288769713779","None"
"162","202","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2006","2006","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","243378","Kastronisia - 2","Mediterranean","Greece","Sporades Islands","39.2135603973","23.4618503013","0.0106811258766","None"
"163","204","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Satisfactory","2006","2006","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","243378","Kastronisia - 2","Mediterranean","Greece","Sporades Islands","39.2135603973","23.4618503013","0.0106811258766","None"
"164","205","Black Rat","Rattus rattus","Rodent","null","Good","2000","2002","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Cholecalciferol","NA","Samaniego; Araceli","Grupo de Ecologia y Conservacion de Islas","www.islas.org.mx","110000401","San Jorge Este","Pacific Ocean - North East","Mexico","Gulf of California","31.0179341243","-113.248209131","0.00990649682772","None"
"165","206","House Mouse","Mus musculus","Rodent","null","Good","2007","2008","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","Aerial Broadcast","Brodifacoum","NA","null","null","null","36465","Bugio","Atlantic Ocean - North","Portugal","Madeira Islands (Desertas Islands)","32.4296331226","-16.483583015","3.32091263192","None"
"170","212","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","1997","1997","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Bell; Biz","National Trust; RSPB; English Nature; Wildlife Management International Limited","null","364202","Oeno","Pacific Ocean - South East","Pitcairn","Pitcairn Islands","-23.9285136688","-130.743085498","0.753004092489","None"
"171","214","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2001","2001","Successful","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Bromadiolone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","464225","Folaca","Mediterranean","France","Corsican Islands","41.5484014343","9.31497223","0.0163998112497","None"
"181","223","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Satisfactory","2006","2009","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Unknown","NA","null","null","null","239823","Isola delle Femmine","Mediterranean","Italy","Sicilian Islands","38.2101261442","13.2359258","0.137266791417","None"
"185","227","House Mouse","Mus musculus","Rodent","null","Satisfactory","1992","1992","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","McFadden; I","NZ Dept. of Conservation","null","464077","Moturemu","Pacific Ocean - South West","New Zealand","Kaipara Harbor","-36.4222915907","174.393109947","0.0569671222888","None"
"186","228","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Satisfactory","null","1998","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Warfarin","Difenacoum","null","null","null","242275","Puffin","Atlantic Ocean - North","United Kingdom","null","53.3186464215","-4.02681091","0.210896698144","None"
"187","229","Black Rat","Rattus rattus","Rodent","1800","Good","1997","1997","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","Hand Broadcast","Brodifacoum","NA","Dervaux; Antoine","Department of Conservation of Natural Heritage  French Southern and Antarctic Lands","null","457862","Saint-Paul","Indian Ocean - West","French Southern Territories","Amsterdam and St. Paul Islands","-38.7221215556","77.5235234337","8.57109892594","None"
"188","230","Brown / Norway Rat","Rattus norvegicus","Rodent","1700","Good","null","2000","Failed","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Chlorophacinone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","241530","Saint-Riom","Atlantic Ocean - North","France","Saint-Riom Islands","48.7979409223","-2.98182873879","0.114783024663","Unknown"
"189","231","Black Rat","Rattus rattus","Rodent","1400","Good","2000","2000","Successful","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Bromadiolone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","236500","Lavezzu","Mediterranean","France","Lavezzi Archipelago","41.3405696192","9.25586421","0.647130250261","None"
"190","233","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2002","2002","Successful","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Bromadiolone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","241488","Tomé","Atlantic Ocean - North","France","Brittany","48.8366859101","-3.40799924","0.35507137305","None"
"191","235","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2002","2004","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Difenacoum","Bromadiolone","Bell; Biz","National Trust; RSPB; English Nature; Wildlife Management International Limited","null","242171","Lundy","Atlantic Ocean - North","United Kingdom","Bristol Channel","51.1779488741","-4.66958038","4.3157852949","11 - 100"
"192","236","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","1999","2000","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Difenacoum","NA","Bell; Biz","National Trust; RSPB; English Nature; Wildlife Management International Limited","null","242176","Ramsey","Atlantic Ocean - North","United Kingdom","Pembrokeshire","51.8663002297","-5.34022689","2.43105711863","1 - 10"
"193","237","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","2003","2003","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Wragg; Graham","Pacific Expeditions Ltd.","null","360074","Makapu","Pacific Ocean - South East","French Polynesia","Gambier  (Mangareva Atoll)","-23.1996160242","-134.923564696","0.0431819041512","None"
"194","238","Polynesian Rat","Rattus exulans","Rodent","null","Good","2003","2003","Failed","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Wragg; Graham","Pacific Expeditions Ltd.","null","3597681","Tepapuri","Pacific Ocean - South East","French Polynesia","Gambier  (Mangareva Atoll) Gambier Islands","-23.0063078789","-134.9461073","0.285430957709","None"
"195","239","Polynesian Rat","Rattus exulans","Rodent","null","Good","2003","2003","Failed","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Wragg; Graham","Pacific Expeditions Ltd.","null","359768","Teauaone","Pacific Ocean - South East","French Polynesia","Gambier  (Mangareva Atoll)","-23.0036424781","-134.955349098","0.32882983041","None"
"196","243","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","1997","1997","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Bell; Biz","National Trust; RSPB; English Nature; Wildlife Management International Limited","null","364201","Ducie","Pacific Ocean - South East","Pitcairn","Pitcairn Islands","-24.6818232968","-124.785949102","1.63052617994","None"
"197","244","Black Rat","Rattus rattus","Rodent","null","Good","1998","1998","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Hayes; William","null","null","464093","White (Sandy) Cay","Caribbean","Bahamas","Bahamas (Exuma Islands)","23.4029603902","-75.4347439532","0.158033188188","None"
"198","245","Black Rat","Rattus rattus","Rodent","1800","Good","2002","2002","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","Dervaux; Antoine","Department of Conservation of Natural Heritage  French Southern and Antarctic Lands","null","15146","Chateau","Indian Ocean - West","French Southern Territories","Kerguelen Islands (Golfe du Morbihan)","-49.4941166962","69.92432199","2.23142829708","None"
"199","247","Brown / Norway Rat","Rattus norvegicus","Rodent","1700","Good","1994","1994","Successful","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Bromadiolone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","241494","Moines","Atlantic Ocean - North","France","Sept îles Archipelago","48.8786392363","-3.49164449722","0.0943804011765","None"
"200","248","Black Rat","Rattus rattus","Rodent","1650","Good","2002","2002","Failed","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Bromadiolone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","389411","Fajou","Caribbean","Guadeloupe","Lesser Antilles (Guadeloupe Main Islands)","16.3483337299","-61.58689242","1.15723725787","None"
"201","250","Black Rat","Rattus rattus","Rodent","1650","Good","1999","1999","Failed","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Bromadiolone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","395226","Poirier","Caribbean","Martinique","Lesser Antilles (îlets de Sainte-Anne)","14.4107875043","-60.83292263","0.0210823703039","None"
"202","254","House Mouse","Mus musculus","Rodent","null","Good","2001","2001","Trial or Research only","Whole Island","Trapping","Toxicant","NA","Hand Broadcast","NA","Bromadiolone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","389411","Fajou","Caribbean","Guadeloupe","Lesser Antilles (Guadeloupe Main Islands)","16.3483337299","-61.58689242","1.15723725787","None"
"203","255","Brown / Norway Rat","Rattus norvegicus","Rodent","1700","Good","1994","1994","Successful","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Bromadiolone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","241595","Plate","Atlantic Ocean - North","France","Sept îles Archipelago","48.8829119136","-3.49794822116","0.0604589522133","None"
"204","256","Brown / Norway Rat","Rattus norvegicus","Rodent","1700","Good","1994","1994","Successful","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Bromadiolone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","241495","Bono","Atlantic Ocean - North","France","Sept îles Archipelago","48.8828809958","-3.48098718094","0.255538779962","None"
"205","257","Brown / Norway Rat","Rattus norvegicus","Rodent","1908","Good","1996","1996","Successful","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Chlorophacinone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","241496","Trielen","Atlantic Ocean - North","France","Molène Archipelago","48.3726458388","-4.93825292","0.155685895176","None"
"206","259","Brown / Norway Rat","Rattus norvegicus","Rodent","1700","Good","null","1994","Successful","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Chlorophacinone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","246164","Chatellier","Atlantic Ocean - North","France","Rimains Islands","48.6791388685","-1.83104883005","0.0315859541807","None"
"207","260","Brown / Norway Rat","Rattus norvegicus","Rodent","1900","Good","null","1951","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Strychnine","NA","null","null","null","241817","Rouzic (Rougic)","Atlantic Ocean - North","France","Sept îles Archipelago","48.8991569093","-3.43756001248","0.108435949216","None"
"208","261","Black Rat","Rattus rattus","Rodent","null","Poor","1990","1991","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Unknown","NA","Thibault; Jean-Claude","null","null","236425","Toro","Mediterranean","France","Corsican Islands (Cerbicale Islands)","41.5079976861","9.37998942","0.0116835483026","None"
"209","262","Polynesian Rat","Rattus exulans","Rodent","null","Good","null","2003","Failed","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Wragg; Graham","Pacific Expeditions Ltd.","null","365179","Motu-o-ari","Pacific Ocean - South East","French Polynesia","Gambier  (Mangareva Atoll)","-23.1511125442","-135.021417997","0.0112978248733","None"
"210","263","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2005","2005","Successful","Incursion Response","Toxicant","NA","NA","Bait Station","NA","Unknown","NA","null","null","null","35020","Nonsuch ","Atlantic Ocean - North","Bermuda","Bermuda (Castle Islands)","32.3473641569","-64.6628419423","0.0702589881274","1 - 10"
"211","264","Black Rat","Rattus rattus","Rodent","null","Good","1999","2000","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","Aerial Broadcast","Brodifacoum","Bromadiolone","null","null","null","457562","Rey Francisco","Mediterranean","Spain","Chafarinas Archipelago","35.1808281258","-2.42223863","0.117059990666","None"
"212","265","Black Rat","Rattus rattus","Rodent","null","Satisfactory","null","1985","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Warfarin","Diphacinone","null","null","null","35020","Nonsuch ","Atlantic Ocean - North","Bermuda","Bermuda (Castle Islands)","32.3473641569","-64.6628419423","0.0702589881274","1 - 10"
"213","266","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Satisfactory","null","1985","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Warfarin","Diphacinone","null","null","null","35020","Nonsuch ","Atlantic Ocean - North","Bermuda","Bermuda (Castle Islands)","32.3473641569","-64.6628419423","0.0702589881274","1 - 10"
"214","268","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","1992","1992","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","McFadden; I","NZ Dept. of Conservation","null","26829","Middle Chain","Pacific Ocean - South West","New Zealand","Aldermen Islands","-36.9581718903","176.08123951","0.371463572944","None"
"215","269","Black Rat","Rattus rattus","Rodent","null","Satisfactory","null","1999","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Bromadiolone","Brodifacoum","null","null","null","245098","Peraiola","Mediterranean","Italy","Tuscan Islands","43.0318985547","9.79696095","0.0121161988796","None"
"216","270","Black Rat","Rattus rattus","Rodent","null","Satisfactory","null","1999","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Bromadiolone","Brodifacoum","null","null","null","249510","Isola dei Topi","Mediterranean","Italy","Tuscan Islands","42.8708096602","10.42352475","0.00927049483463","None"
"217","272","Black Rat","Rattus rattus","Rodent","null","Satisfactory","null","1999","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Bromadiolone","Brodifacoum","null","null","null","239853","Isolotto di Porto Ercole","Mediterranean","Italy","Tuscan Islands","42.3809549506","11.2112332","0.0601407418928","None"
"218","273","Black Rat","Rattus rattus","Rodent","null","Good","2002","2002","Successful","Whole Island","Toxicant","NA","NA","Bait Station","Hand Broadcast","Brodifacoum","NA","Varnham; Karen","Antiguan Racer Conservation Project; Island Resources Foundation","www.irf.org","420441","Sandy (White)","Caribbean","Virgin Islands British","Lesser Antilles (British Virgin Islands)","18.4361476811","-64.70941168","0.058788578015","None"
"219","274","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","1998","1998","Failed","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Bell; Biz","National Trust; RSPB; English Nature; Wildlife Management International Limited","null","358145","Pitcairn","Pacific Ocean - South East","Pitcairn","Pitcairn Islands","-25.0698560232","-130.105788684","4.04044684859","11 - 100"
"220","275","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2000","2001","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Bromadiolone","Brodifacoum","null","null","null","240134","La Scola","Mediterranean","Italy","Tuscan Islands","42.5837916305","10.1062938","0.0151126691745","None"
"221","278","Brown / Norway Rat","Rattus norvegicus","Rodent","1700","Good","null","1994","Successful (Reinvaded)","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Chlorophacinone","NA","Lorvelec; O.","Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu","null","246077","Rimains","Atlantic Ocean - North","France","Rimains Islands","48.6819564244","-1.82675433957","0.0151470069876","1 - 10"
"222","280","House Mouse","Mus musculus","Rodent","null","Satisfactory","1998","1998","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","464093","White (Sandy) Cay","Caribbean","Bahamas","Bahamas (Exuma Islands)","23.4029603902","-75.4347439532","0.158033188188","None"
"228","289","Polynesian Rat","Rattus exulans","Rodent","null","Good","2003","2003","Failed","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Wragg; Graham","Pacific Expeditions Ltd.","null","360071","Mekiro","Pacific Ocean - South East","French Polynesia","Gambier  (Mangareva Atoll)","-23.174423297","-134.920656783","0.0731636607387","None"
"229","290","Polynesian Rat","Rattus exulans","Rodent","null","Good","2003","2003","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Hand Broadcast","Bait Station","Brodifacoum","NA","Wragg; Graham","Pacific Expeditions Ltd.","null","356333","Anchorage","Pacific Ocean - South East","Cook Islands","Cook Islands (Suwarrow Atoll)","-13.2479622096","-163.104323224","0.147475022348","None"
